,loss,accuracy,val_loss,val_accuracy
0,1.8573561906814575,0.4207339286804199,0.47809913754463196,0.8759788870811462
1,0.39194875955581665,0.8684210777282715,0.09057848155498505,0.9814241528511047
2,0.18023793399333954,0.9391732215881348,0.03568573668599129,0.9950828552246094
3,0.09872128814458847,0.9662174582481384,0.013833626173436642,0.9989073276519775
4,0.08334755152463913,0.9716354012489319,0.011696672067046165,0.9969040155410767
5,0.06691532582044601,0.9766891002655029,0.009761015884578228,0.998725175857544
6,0.0486060194671154,0.983564019203186,0.0047830319963395596,0.9994536638259888
7,0.045094288885593414,0.9844745993614197,0.0017487533623352647,0.9998179078102112
8,0.04193536937236786,0.9864323735237122,0.0032323261257261038,0.9998179078102112
9,0.0341816283762455,0.9881624579429626,0.00710004149004817,0.9989073276519775
10,0.03236910328269005,0.9892551302909851,0.001134395832195878,0.9998179078102112
11,0.03598794713616371,0.9876161217689514,0.0021074425894767046,0.9998179078102112
12,0.03519139811396599,0.9885267019271851,0.0013676515081897378,0.9996357560157776
13,0.026630885899066925,0.9910762906074524,0.00033057795371860266,1.0
14,0.03231760486960411,0.9885267019271851,0.0040349205955863,0.9990894198417664
